mean_absolut_error,max_error,root_mean_squared_error,mean_squared_error,median_absolut_error
49.12827494466675,96.12558392846199,57.21859622279596,3273.96775370736,42.55209368978874
46.411966091288434,104.23011390272202,58.11648929302114,3377.5263277458407,49.276649945748204
22.816669950919735,38.50292314817412,26.283928576585296,690.8449014190371,22.62352977689183
31.72222013089267,57.29751806395893,37.327531100704576,1393.3445780740676,29.31479745708546
13.6869147389687,29.530737892250926,16.529355501113027,273.21959328217554,9.411296727923428
50.6240188502246,59.206029336470095,52.18332649730947,2723.0995643248007,57.493640306550105
45.37282341617458,67.590668719987,48.70745184228472,2372.415864968485,46.9594605717045
46.752600343347396,99.0870242018668,57.786136830046516,3339.2376097408587,46.25723854370082
73.07792391593932,121.69391831948178,81.24935635263677,6601.457907717757,86.8630790621661
32.8534388672049,54.622427290945666,37.28005137417124,1389.8022304608469,32.937028400021276
