index,t,AveExpr,lods,logFC,CI.L,CI.R,adj.P.Val,P.Value,GENE,EFFECTSIZE,P,SNP
ZNF552,16.287314410632668,5.713748667608497,68.72282144305196,3.3330799199384877,2.9286961084015712,3.7374637314754042,4.4672498676803053e-32,7.096296195056083e-35,ZNF552,3.3330799199384877,7.096296195056083e-35,0
ERBB4,16.122690356646164,4.15418155183318,67.77934482365328,6.285370674738228,5.5150156919921525,7.055725657484304,1.1340627406584098e-31,1.8681977253889201e-34,ERBB4,6.285370674738228,1.8681977253889201e-34,0
DEGS2,16.088161698862397,5.1366510396608565,67.58106010860173,4.848042229321862,4.252575520896846,5.443508937746879,1.341912963500033e-31,2.2895496817968442e-34,DEGS2,4.848042229321862,2.2895496817968442e-34,0
VGLL1,-15.95694618689348,-1.381046565787519,66.5631329589832,-8.006949027792505,-8.998499435962616,-7.0153986196223945,2.7636041712211555e-31,4.964653706034428e-34,VGLL1,-8.006949027792505,4.964653706034428e-34,0
ACADSB,15.951347121321978,6.474882278293795,66.7316050186398,2.980955200927955,2.6116753620354745,3.3502350398204355,2.7636041712211555e-31,5.131555064474434e-34,ACADSB,2.980955200927955,5.131555064474434e-34,0
ABCC8,15.94900606746043,1.1600717230385733,66.49878389139373,7.521259028342042,6.58939094604655,8.453127110637535,2.7636041712211555e-31,5.202996615819084e-34,ABCC8,7.521259028342042,5.202996615819084e-34,0
LOC145837,15.363678252347274,1.0048743034794714,63.0863621169427,5.762158620628696,5.021040349789532,6.503276891467861,8.643204670726233e-30,1.678094688085931e-32,LOC145837,5.762158620628696,1.678094688085931e-32,0
UGT8,-15.31208116193645,-0.6836804151613313,62.70242536832071,-5.489327484217537,-6.197733813412431,-4.780921155022642,1.1412004895724204e-29,2.2828038268789957e-32,UGT8,-5.489327484217537,2.2828038268789957e-32,0
C9orf152,15.26519660716756,3.9353929794090314,62.74070347015489,4.632205899588687,4.032576431640411,5.231835367536963,1.46659018406335e-29,3.0199833171864006e-32,C9orf152,4.632205899588687,3.0199833171864006e-32,0
TFF3,15.21962053912292,5.577488503927162,62.46981969871527,8.533346779948957,7.4254148347712166,9.641278725126696,1.8000756424841538e-29,3.964885533200765e-32,TFF3,8.533346779948957,3.964885533200765e-32,0
