mean_absolut_error,max_error,root_mean_squared_error,mean_squared_error,median_absolut_error
2.1841296296296298,9.231999999999989,2.9427099031460897,8.659541574074069,1.595000000000006
1.7435849056603754,5.211999999999993,2.1956050268575753,4.820681433962253,1.4510000000000112
2.478196078431371,20.310999999999986,4.017722147548526,16.142091254901946,1.7519999999999953
2.2094313725490204,11.820999999999996,3.039939140902686,9.24122998039216,1.6320000000000086
2.2937843137254883,11.745999999999988,3.657275791581251,13.375666215686266,1.2349999999999994
2.1591,12.063999999999986,3.114842516083275,9.702243899999988,1.5330000000000057
2.0952448979591844,12.611999999999973,3.0428504661227884,9.25893895918367,1.715000000000007
1.7497755102040806,5.896000000000058,2.274074240885997,5.171413653061224,1.5029999999999966
1.836714285714284,6.789999999999964,2.433936338945782,5.924046102040799,1.3519999999999968
3.129469387755103,16.239999999999995,4.452080953478558,19.821024816326542,2.144999999999996
