mean_absolut_error,max_error,root_mean_squared_error,mean_squared_error,median_absolut_error
3.211624716049658,14.610105975093127,4.351086699257248,18.93195546445333,2.789563603924857
3.5017710117141325,13.288522804274407,4.5368456645907465,20.582968584315854,3.5090885246857972
3.87063106122767,24.87541190956749,6.055815934324251,36.672906630415504,2.2503603394122784
3.148885458005225,9.110260908913347,3.8741154827062996,15.008770773344663,2.839279140424132
3.7267922811310243,26.945435519131863,5.918392537514962,35.027370228112794,2.2768051152371633
3.335824856406829,24.991135604255266,5.08270857086266,25.833926416320743,2.3547777714407374
3.2694501889870105,15.671778597402465,4.449685187703619,19.799698269668994,2.7356467750237172
2.9100993924927057,16.408679303430098,4.296650928129927,18.461209198199768,2.1392077472605955
3.610657487698929,12.399083991953518,4.5970599419483085,21.132960109865785,3.0037159655037335
2.9771668378484897,17.63458359696814,4.454629175651523,19.843721092565772,1.9175928714789023
